City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
481,Verkhnyaya Inta,RU,65.9811,60.3094,30.69,88,99,11.74,overcast clouds
482,Maldonado,UY,-34.6667,-54.9167,68.23,95,100,3.53,light rain
483,Sal Rei,CV,16.1833,-22.9167,80.8,57,0,20.71,clear sky
484,Narsaq,GL,60.9167,-46.05,46.62,77,95,0.25,overcast clouds
485,Jaen,ES,38.0,-3.5,70.25,41,14,8.79,few clouds
486,Merrill,US,45.1805,-89.6835,39.97,90,100,9.22,mist
487,Ambon,ID,-3.6954,128.1814,78.94,89,40,5.75,scattered clouds
488,Morondava,MG,-20.2833,44.2833,81.91,71,98,6.64,overcast clouds
489,Zabid,YE,14.1951,43.3152,88.2,52,35,6.31,scattered clouds
490,Anshun,CN,26.25,105.9333,61.39,92,44,7.63,scattered clouds
491,Potiskum,NG,11.7091,11.0694,102.31,15,75,3.56,broken clouds
492,Champerico,GT,14.3,-91.9167,90.14,64,61,8.81,broken clouds
493,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.56,87,75,9.22,broken clouds
494,Bongandanga,CD,1.5,21.05,74.25,85,99,2.42,overcast clouds
495,Daru,PG,-9.0763,143.2092,78.89,87,98,5.46,overcast clouds
496,Nichinan,JP,31.6,131.3667,69.37,96,58,4.47,broken clouds
497,Abbeville,FR,50.1,1.8333,53.49,79,67,11.16,broken clouds
498,Asau,RO,46.4333,26.4,56.32,70,41,5.32,scattered clouds
499,Okhotsk,RU,59.3833,143.3,21.96,83,36,9.42,scattered clouds
500,Makakilo City,US,21.3469,-158.0858,73.72,69,0,13.8,clear sky
501,Ketchikan,US,55.3422,-131.6461,46.87,76,75,6.91,broken clouds
502,Rudbar,AF,30.15,62.6,88.05,13,89,6.76,overcast clouds
503,Maragogi,BR,-9.0122,-35.2225,81.9,74,88,14.18,overcast clouds
504,Auki,SB,-8.7676,160.7034,77.4,89,55,3.24,broken clouds
505,San Quintin,MX,30.4833,-115.95,74.12,26,0,5.1,clear sky
506,Kaka,TM,37.3482,59.6143,77.4,36,69,6.87,broken clouds
507,Itarema,BR,-2.9248,-39.9167,78.91,85,93,10.76,overcast clouds
508,Biloela,AU,-24.4167,150.5,66.58,73,100,16.37,overcast clouds
509,Xichang,CN,27.8964,102.2634,62.01,79,43,5.57,scattered clouds
510,Tsumeb,NA,-19.2333,17.7167,73.22,30,8,7.05,clear sky
511,Akdepe,TM,42.0551,59.3788,66.29,38,100,17.98,overcast clouds
512,Dabola,GN,10.75,-11.1167,101.28,10,92,6.2,overcast clouds
513,Sergeyevka,KZ,53.88,67.4158,53.33,30,97,13.8,overcast clouds
514,Saint-Ambroise,CA,48.5501,-71.3324,46.71,76,100,11.7,overcast clouds
515,Panaba,MX,21.2833,-88.2667,93.87,37,18,11.7,few clouds
516,Nabire,ID,-3.3667,135.4833,77.02,92,97,2.75,overcast clouds
517,Medicine Hat,CA,50.0501,-110.6683,61.72,34,16,18.84,few clouds
518,Dabakala,CI,8.3667,-4.4333,98.65,23,100,5.84,overcast clouds
519,Mizan Teferi,ET,6.9833,35.5833,60.44,96,100,3.67,overcast clouds
520,Marrakesh,MA,31.6315,-8.0083,77.07,29,40,5.75,scattered clouds
521,Naze,JP,28.3667,129.4833,72.52,92,31,13.49,scattered clouds
522,Kamyshla,RU,54.1169,52.1426,54.16,72,86,3.18,overcast clouds
523,San Rafael Del Sur,NI,11.8485,-86.4384,88.77,47,19,5.73,few clouds
524,Lusaka,ZM,-15.4067,28.2871,67.12,66,49,5.19,scattered clouds
525,Banda Aceh,ID,5.5577,95.3222,80.92,81,98,11.36,overcast clouds
526,Emba,KZ,48.8264,58.1442,52.84,38,100,3.04,overcast clouds
527,Martapura,ID,-3.4167,114.85,77.09,100,100,3.44,overcast clouds
528,Weligama,LK,5.9667,80.4167,79.47,86,94,1.92,overcast clouds
529,Nueva Gerona,CU,21.8833,-82.8,81.77,65,51,17.52,broken clouds
530,Syracuse,IT,37.0881,15.2792,65.79,68,92,6.4,overcast clouds
531,Lichinga,MZ,-13.3128,35.2406,68.09,94,75,8.05,broken clouds
532,Paamiut,GL,61.994,-49.6678,31.39,89,95,15.97,overcast clouds
533,Galveston,US,29.3669,-94.9669,87.06,73,75,12.66,broken clouds
534,Celestun,MX,20.8667,-90.4,87.67,55,1,4.29,clear sky
535,Bheramara,BD,24.0232,88.9925,87.75,55,0,17.02,clear sky
536,Itoman,JP,26.1247,127.6694,77.4,96,75,14.97,broken clouds
537,Novopavlovka,RU,51.2172,109.2091,26.89,66,100,6.89,overcast clouds
538,San Policarpo,PH,12.1791,125.5072,81.64,85,100,13.98,overcast clouds
539,Goroka,PG,-6.0834,145.3873,58.37,96,92,1.3,overcast clouds
540,Pokrovsk,UA,48.282,37.1758,61.2,47,81,2.89,broken clouds
541,Bronnoysund,NO,65.4625,12.1997,41.0,75,75,14.0,broken clouds
542,Soc Trang,VN,9.6033,105.98,82.15,76,68,5.5,broken clouds
543,Churapcha,RU,62.0025,132.4325,19.4,96,68,3.58,broken clouds
544,Takoradi,GH,4.8845,-1.7554,83.5,76,61,6.8,light rain
545,Manuk Mangkaw,PH,4.8,119.85,83.98,69,73,2.17,broken clouds
546,Hay River,CA,60.8156,-115.7999,46.38,46,40,9.22,scattered clouds
547,Wolomin,PL,52.3401,21.2421,53.08,90,100,5.28,overcast clouds
548,Houma,US,29.5958,-90.7195,87.01,65,40,9.22,scattered clouds
549,Muromtsevo,RU,56.3724,75.2418,42.08,56,53,7.9,broken clouds
550,Dargaville,NZ,-35.9333,173.8833,58.95,85,68,4.36,broken clouds
551,General Pico,AR,-35.6566,-63.7568,69.93,20,0,8.37,clear sky
552,Maltahohe,NA,-24.8333,16.9833,65.75,28,0,11.03,clear sky
553,Dalvik,IS,65.9702,-18.5286,44.53,82,98,1.72,overcast clouds
554,Ferme-Neuve,CA,46.7001,-75.4493,55.78,83,100,9.89,overcast clouds
555,Vila Velha,BR,-20.3297,-40.2925,84.15,69,75,13.8,broken clouds
556,Kloulklubed,PW,7.0419,134.2556,75.7,78,100,17.49,overcast clouds
557,Bambanglipuro,ID,-7.95,110.2833,78.15,87,69,2.42,broken clouds
558,Klaksvik,FO,62.2266,-6.589,43.72,85,90,18.97,overcast clouds
559,Ouesso,CG,1.6136,16.0517,80.74,66,89,5.01,overcast clouds
560,Doha,QA,25.2867,51.5333,85.98,37,100,20.71,dust
561,Tabou,CI,4.423,-7.3528,82.06,77,100,6.76,light rain
562,Mount Isa,AU,-20.7333,139.5,69.57,100,100,4.61,overcast clouds
563,Mindelo,CV,16.8901,-24.9804,80.15,57,20,18.41,few clouds
564,Najran,SA,17.4924,44.1277,77.65,40,23,4.45,light rain
565,Leshukonskoye,RU,64.8989,45.7622,33.78,89,100,1.63,overcast clouds
566,Kaduqli,SD,11.0167,29.7167,95.27,23,92,8.32,overcast clouds
567,Port Hedland,AU,-20.3167,118.5667,73.45,83,70,8.05,broken clouds
568,Kruisfontein,ZA,-34.0033,24.7314,56.88,78,65,7.38,broken clouds
569,Santiago Del Estero,AR,-27.7951,-64.2615,89.47,48,0,5.53,clear sky
570,Pahalgam,IN,34.0333,75.3333,42.6,86,100,6.44,moderate rain
571,Lorengau,PG,-2.0226,147.2712,80.29,82,95,7.78,overcast clouds
572,Ossora,RU,59.2353,163.0719,27.09,95,100,13.38,light snow
573,Scarborough,GB,54.2797,-0.4044,51.37,80,95,4.0,overcast clouds
574,Vigrestad,NO,58.5667,5.7,51.82,80,76,13.44,broken clouds
575,Chumikan,RU,54.7183,135.315,21.97,92,8,5.75,clear sky
576,Ayorou,NE,14.7308,0.9174,104.52,5,8,8.97,clear sky
577,Vermilion,US,40.1667,-87.7506,59.61,61,75,10.36,broken clouds
578,Kikwit,CD,-5.041,18.8162,75.22,88,98,3.09,moderate rain
579,Puerto Escondido,MX,15.85,-97.0667,86.83,70,20,9.22,few clouds
580,Buala,SB,-8.145,159.5921,80.17,82,92,4.56,overcast clouds
581,Porgera,PG,-5.4667,143.2,41.9,99,100,1.45,overcast clouds
582,Anloga,GH,5.7947,0.8973,84.43,72,16,7.92,few clouds
583,Havoysund,NO,70.9963,24.6622,32.23,81,71,22.84,light snow
584,Luang Prabang,LA,19.8856,102.1347,76.86,80,8,2.01,clear sky
585,Harper,LR,4.375,-7.7169,81.18,81,100,6.93,light rain
586,Pangnirtung,CA,66.1451,-65.7125,23.0,93,100,24.16,light snow
587,Aykhal,RU,66.0,111.5,10.02,93,90,3.58,overcast clouds
588,Maniitsoq,GL,65.4167,-52.9,29.01,79,100,6.02,overcast clouds
589,Galesong,ID,-5.3166,119.3661,77.02,85,58,6.15,broken clouds
590,Bontang,ID,0.1333,117.5,77.45,89,100,4.92,overcast clouds
591,Bodden Town,KY,19.2833,-81.25,78.8,74,75,17.27,broken clouds
592,Malanje,AO,-9.5402,16.341,68.23,86,82,2.84,light rain
593,Chulumani,BO,-16.4096,-67.5263,81.39,50,78,6.46,broken clouds
594,Murgab,TM,37.4966,61.9714,75.07,50,20,11.5,few clouds
595,Alma,CA,48.5501,-71.6491,46.09,84,100,13.96,overcast clouds
596,Nuuk,GL,64.1835,-51.7216,32.61,74,75,4.61,broken clouds
597,Atambua,ID,-9.1061,124.8925,70.54,74,98,3.67,overcast clouds
598,Shimoni,KE,-4.6476,39.3817,81.88,77,93,8.43,overcast clouds
599,Fenoarivo,MG,-18.933,47.4354,62.67,94,40,9.22,scattered clouds
600,Peru,US,40.7537,-86.0689,56.61,68,100,8.05,overcast clouds
601,Nouadhibou,MR,20.931,-17.0347,69.78,78,0,18.41,clear sky
602,Batagay-Alyta,RU,67.8006,130.4114,3.36,97,100,4.23,overcast clouds
603,Beringovskiy,RU,63.05,179.3167,26.02,96,100,19.64,snow
604,Farmington,US,36.7281,-108.2187,55.2,36,0,7.0,clear sky
605,Rio Brilhante,BR,-21.8019,-54.5464,93.16,35,2,12.97,clear sky
606,Lavumisa,SZ,-27.31,31.892,64.74,95,91,7.2,moderate rain
607,Chulym,RU,55.0997,80.9572,39.87,60,14,4.74,few clouds
608,Goundam,ML,16.4145,-3.6708,98.62,9,0,11.65,clear sky
609,Sinnamary,GF,5.3833,-52.95,83.37,74,97,9.53,overcast clouds
610,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,85.66,43,11,9.4,few clouds
611,Bollnas,SE,61.3482,16.3946,50.94,51,96,7.47,overcast clouds
612,Tommot,RU,58.9564,126.2925,26.2,97,100,0.11,light snow
613,Abalak,RU,58.1286,68.5944,43.43,93,100,2.8,light rain
614,Yumen,CN,40.2833,97.2,54.3,15,48,19.42,scattered clouds
615,Matagami,CA,49.7502,-77.6328,48.31,87,75,11.5,broken clouds
616,Catamarca,AR,-28.4696,-65.7852,90.59,31,0,5.99,clear sky
617,Port Pirie,AU,-33.1833,138.0167,62.69,63,100,10.78,light rain
618,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,20,11.5,few clouds
619,Cairns,AU,-16.9167,145.7667,76.06,100,40,2.3,scattered clouds
620,Natal,BR,-5.795,-35.2094,88.02,66,20,14.97,few clouds
621,Kralendijk,BQ,12.15,-68.2667,84.18,70,75,17.27,broken clouds
622,Caiaponia,BR,-16.9567,-51.8103,87.53,41,17,10.16,few clouds
623,Benghazi,LY,32.1167,20.0667,68.77,56,87,20.13,overcast clouds
624,Hobyo,SO,5.3505,48.5268,84.02,70,30,12.26,scattered clouds
625,Keflavik,IS,64.0049,-22.5624,45.03,81,75,10.36,broken clouds
626,Artigas,UY,-30.4,-56.4667,77.16,82,93,15.48,light rain
627,Boa Vista,BR,2.8197,-60.6733,91.38,52,75,6.91,broken clouds
628,Moose Factory,CA,51.2585,-80.6094,50.0,66,100,13.8,overcast clouds
629,Vikulovo,RU,56.8167,70.6107,48.15,47,99,9.35,overcast clouds
630,Kazachinskoye,RU,57.6953,93.2761,27.64,95,58,3.8,broken clouds
631,Kozan,TR,37.4552,35.8157,68.63,69,4,2.37,clear sky
632,Manadhoo,MV,5.7667,73.3833,85.01,68,84,2.39,broken clouds
633,Ankara,TR,39.9199,32.8543,74.59,19,0,3.44,clear sky
634,Flin Flon,CA,54.7682,-101.865,21.04,33,0,8.05,clear sky
635,Ambovombe,MG,-25.1667,46.0833,76.46,69,100,8.61,overcast clouds
636,Mahina,PF,-17.5065,-149.489,76.77,73,20,4.61,light rain
637,Belyy Yar,RU,53.6039,91.3903,32.86,55,6,4.47,smoke
638,Wajima,JP,37.4,136.9,59.68,83,100,6.89,overcast clouds
639,Emerald,AU,-23.5333,148.1667,64.54,100,100,10.36,light rain
640,Jardim,BR,-21.4803,-56.1381,93.79,38,23,11.72,few clouds
641,Mapiripan,CO,2.8892,-72.1256,82.11,76,97,5.32,overcast clouds
642,Alpena,US,45.0617,-83.4327,53.92,60,0,10.36,clear sky
643,Sakakah,SA,29.9697,40.2064,78.37,42,46,8.46,light rain
644,Ucluelet,CA,48.9329,-125.5528,50.09,92,94,1.01,overcast clouds
645,Cabra,ES,37.4725,-4.4421,68.16,46,30,9.62,scattered clouds
646,Bo Phloi,TH,14.3236,99.5161,89.31,60,25,5.59,light rain
647,Palauig,PH,15.435,119.9045,82.96,72,30,3.78,scattered clouds
648,Katsina,NG,12.9894,7.6006,101.44,12,68,7.09,broken clouds
649,Schaffhausen,CH,47.6973,8.6349,56.1,87,98,1.99,light rain
650,Batagay,RU,67.6333,134.6333,0.14,99,85,0.76,overcast clouds
651,Jiwani,PK,25.05,61.7417,83.14,73,0,7.54,clear sky
652,Uglovskoye,RU,51.3557,80.1942,43.12,45,100,6.44,overcast clouds
653,Lamu,KE,-2.2717,40.902,84.42,76,100,10.63,overcast clouds
654,Bam,IR,29.106,58.357,85.66,16,44,4.79,scattered clouds
655,Basco,PH,20.4487,121.9702,81.41,86,1,19.1,clear sky
656,Labrea,BR,-7.2586,-64.7981,91.36,53,59,5.64,broken clouds
657,Caravelas,BR,-17.7125,-39.2481,84.22,59,9,7.4,clear sky
658,Iralaya,HN,15.0,-83.2333,80.65,82,17,10.04,few clouds
659,Mosquera,CO,4.7059,-74.2302,57.29,82,100,5.75,light intensity drizzle
660,Oussouye,SN,12.485,-16.5469,109.58,31,3,14.52,clear sky
661,Carmarthen,GB,51.8555,-4.3054,56.68,66,75,3.44,broken clouds
662,Manokwari,ID,-0.8667,134.0833,78.76,81,28,2.35,scattered clouds
663,Fougamou,GA,-1.2154,10.5838,78.17,91,100,1.86,light rain
664,Gawler,AU,-34.6,138.7333,68.22,64,99,9.8,overcast clouds
665,Gao,ML,16.6362,1.637,99.7,7,1,14.05,clear sky
666,Kirensk,RU,57.7853,108.1119,27.75,93,100,4.5,overcast clouds
667,Eyl,SO,7.9803,49.8164,82.53,70,45,10.74,scattered clouds
668,Millinocket,US,45.6573,-68.7098,51.91,50,0,3.44,clear sky
669,Sadiqabad,PK,28.3062,70.1307,95.45,9,5,4.94,clear sky
670,Hanting,CN,36.7708,119.2108,58.96,94,25,11.39,scattered clouds
671,Karasuk,RU,53.7377,78.0403,43.75,44,100,4.94,overcast clouds
672,Ahipara,NZ,-35.1667,173.1667,61.2,84,46,6.93,scattered clouds
673,Half Moon Bay,US,37.4636,-122.4286,66.88,68,0,6.91,mist
674,Mount Darwin,ZW,-16.7725,31.5838,71.02,69,45,2.8,scattered clouds
675,Springbok,ZA,-29.6643,17.8865,57.58,21,0,6.71,clear sky
676,Suez,EG,29.9737,32.5263,76.59,41,0,19.82,clear sky
677,Mazamari,PE,-11.3258,-74.5308,86.56,59,77,1.81,broken clouds
678,Laukaa,RU,58.7372,29.8453,46.74,91,98,6.49,overcast clouds
679,Mengcheng,CN,33.2579,116.5655,61.25,97,74,3.58,broken clouds
680,Kysyl-Syr,RU,63.8986,122.7617,8.31,97,84,2.64,broken clouds
681,Roma,US,43.2128,-75.4557,74.82,43,0,11.5,clear sky
682,Jumla,NP,29.2747,82.1838,51.82,37,4,5.21,clear sky
683,Grand Gaube,MU,-20.0064,57.6608,76.37,68,3,5.01,clear sky
684,Wajir,KE,1.7471,40.0573,89.31,41,95,8.43,overcast clouds
685,Vysokogornyy,RU,50.1167,139.15,15.62,96,63,2.33,broken clouds
686,Namwala,ZM,-15.7504,26.4384,69.57,60,72,4.12,broken clouds
687,Ulaanbaatar,MN,47.9077,106.8832,15.93,67,0,2.24,clear sky
688,Manggar,ID,-2.8833,108.2667,81.57,78,85,1.92,moderate rain
689,Jiexiu,CN,37.0244,111.9125,69.31,37,1,7.45,clear sky
690,Banjar,ID,-8.19,114.9675,77.65,89,37,2.91,scattered clouds
691,Riviere-Au-Renard,CA,48.9957,-64.3971,41.29,94,100,8.23,overcast clouds
692,Liezen,AT,47.5667,14.2333,53.98,82,75,4.07,broken clouds
693,Mama,RU,58.3106,112.8986,23.45,91,100,3.98,overcast clouds
694,Hamilton,US,39.1834,-84.5333,72.88,84,75,14.97,broken clouds
695,Kalnciems,LV,56.8011,23.6097,42.85,86,93,6.53,overcast clouds
696,Marathon,US,44.9,-89.7668,38.73,82,100,14.97,overcast clouds
697,Mangrol,IN,21.1167,70.1167,83.12,62,0,11.32,clear sky
698,Labuhan,ID,-6.8844,112.2051,79.5,85,93,3.85,overcast clouds
699,Bayan,CN,46.0833,127.4,65.61,64,100,21.18,overcast clouds
700,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,10,0.0,clear sky
701,Korba,IN,22.35,82.6833,85.1,13,2,4.9,clear sky
702,Mokshan,RU,53.4365,44.6132,55.62,76,66,9.48,broken clouds
703,Aurad,IN,18.25,77.4333,95.04,22,74,6.87,broken clouds
704,Yerbogachen,RU,61.2767,108.0108,23.16,96,64,3.09,broken clouds
705,Gat,IL,31.61,34.7642,79.39,100,0,8.01,clear sky
706,De Aar,ZA,-30.6497,24.0123,55.56,38,0,8.3,clear sky
707,Kushima,JP,31.4583,131.2333,69.55,97,60,3.74,broken clouds
708,Albanel,CA,48.8832,-72.4487,39.34,81,100,13.8,overcast clouds
709,Akyab,MM,20.15,92.9,83.21,81,23,7.0,few clouds
710,Prainha,BR,-1.8,-53.48,85.44,65,66,3.91,broken clouds
711,Watertown,US,42.3709,-71.1828,64.9,43,0,16.11,clear sky
712,Hovd,MN,48.0056,91.6419,34.03,26,100,1.68,overcast clouds
713,Severo-Yeniseyskiy,RU,60.3725,93.0408,26.83,94,99,13.38,light snow
714,Bira,RU,49.0,132.4667,34.95,94,100,11.05,snow
715,Sucre,BO,-19.0333,-65.2627,71.47,27,15,7.43,few clouds
716,Buenos Aires,AR,-34.6132,-58.3772,78.01,64,0,13.8,clear sky
717,Kati,ML,12.7441,-8.0726,103.41,9,46,8.19,scattered clouds
718,Tefe,BR,-3.3542,-64.7114,82.51,94,40,3.44,scattered clouds
719,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.95,48,72,9.1,broken clouds
720,Ingham,US,42.6,-84.3833,56.16,62,100,7.43,overcast clouds
721,Marondera,ZW,-18.1853,31.5519,63.18,69,75,5.48,broken clouds
722,Fethiye,TR,36.6217,29.1164,64.27,60,92,1.92,overcast clouds
723,Sumbe,AO,-11.2061,13.8437,76.8,84,30,5.86,scattered clouds
